IDRenglonVR,IDSubDeterminacionVR,Categoria,ValoresNormales,InformarUnidades
1551,2940,Rango nefrótico:,"Mayor a 2,5",1
1553,2112,Positivo:,Mayor o Igual de 20,1
1555,2591,Positivo:,Mayor e igual que 10,1
1556,2945,,,1
1558,2949,Valores de referancia:,"De 0,90 a 1,50",1
1559,2950,Adultos:,De 10 a 65,1
1562,2030,Niños,De 30 a 350,1
1564,2954,Referencia:,"De 7,0 a 10,5 millones",1
1565,2955,Referencia:,De 37 a 45,1
1566,2956,Referencia:,De 12 a 17,1
1567,2957,Referencia:,De 42 a 50,1
1568,2958,Referencia:,De 13 a 19,1
1569,2959,Referencia:,De 32 a 38,1
1570,2965,Referencia:,"De 6,0 a 10,0 mil",1
1571,2979,Referencia:,De 75 a 115,1
1572,2687,Referencia:,de 20 a 40,1
1573,2980,Referencia:,"De 1,1 a 1,8",1
1574,2981,Referencia:,"De 5,8 a 7,0",1
1575,2982,Referencia:,"De 2,8 a 4,2",1
1576,2983,Referencia:,"De 1,8 a 3,8",1
1577,2985,Referencia:,"Hasta 0,7",1
1578,2986,Referencia:,"Hasta 2,6",1
1579,2987,Referencia:,"Hasta 3,5",1
1580,2988,Referencia:,Hasta 300,1
1581,2989,Referencia:,Hasta 300,1
1582,2990,Referencia:,Hasta 300,1
1583,2991,Referencia:,Hasta 13,1
1584,2992,Referencia:,Hasta 50,1
1585,2995,Mujeres premenopausicas:,De 25 a  573,1
1586,2995,Mujeres postmenopausicas:,De 104 a 1008,1
1587,2995,Hombres de 30 a 50 años:,De 16 a 584,1
1588,2995,Hombres de 51 a 70 años:,De 10 a 704,1
1589,2995,Hombres mayores a 70 años:,De 20 a 854,1
1590,2997,Hombres:,De 13 a 57,1
1591,2997,Mujeres:,De 18 a 144,1
1592,2998,Valores de referencia:,Hasta 90,1
1593,2999,Rango terapéutico:,"De 4,0 a 12,0",1
1594,3000,Rango terapéutico,De 3 a 35,1
1595,3001,,,1
1596,3004,Valores de referencia:,"82,0  a  95,0",1
1597,3005,Valores de referencia:,"27,0  a  32,0",1
1598,3006,Valores de referencia:,"32,0  a  36,0",1
1599,3007,Valores de referencia:,"De 11,5 a 14,5",1
1600,3008,Valores de referrencia:,De 150.000 a 350.000,1
1602,3010,Valores de referencia:,"De 7,00 a 11,00",1
1603,3011,Valores de referencia:,"De 14,0 a 17,0",1
1604,3032,,,1
1605,3035,Valores de referencia:,"82,0  a  95,0",1
1606,3036,Valores de referencia:,"27,0  a  32,0",1
1607,3037,Valores de referencia:,"32,0  a  36,0",1
1608,3038,Valores de referencia:,"De 11,5 a 14,5",1
1610,3040,Valores de referencia:,"De 7,00 a 11,00",1
1611,3041,Valores de referencia:,"De 14,0 a 17,0",1
1612,3056,Valores de referencia:,Menor a 100,1
1613,3057,Adulto femenino:,"De 2,4  a  5,7",1
1614,3057,Adulto masculino:,"De 3,4  a  7,0",1
1615,3058,Valores de referencia:,De 10  a  50,1
1620,3060,Valor de referencia:,Menor a 200,1
1626,3064,Optimo,Menor a 140,1
1627,3064,Aceptable,Menor a 170,1
1631,3065,Adultos:,"De 0,40 a 4,00",1
1632,3066,,,1
1633,3069,Valores de referencia:,"82,0  a  95,0",1
1634,3070,Valores de referencia:,"27,0  a  32,0",1
1635,3071,Valores de referencia:,"32,0  a  36,0",1
1636,3072,Valores de referencia:,"De 11,5 a 14,5",1
1637,3073,Valores de referencia:,"De 7,00 a 11,00",1
1638,3074,Valores de referencia:,"De 14,0 a 17,0",1
1639,3089,Valor de referencia:,Menor a 150,1
1640,3090,Hombres,hasta  38,1
1641,3090,Mujeres,Hasta 32,1
1642,3091,,"Hasta 1,20",1
1643,3092,,"Hasta 0,20",1
1644,3093,,"Hasta 1,00",1
1651,3097,Hombres:,De 30 a 70,1
1652,3097,Mujeres:,De 35 a 95,1
1653,3098,Hombres:,"Hasta 5,0",1
1654,3098,Mujeres:,"Hasta 4,5",1
1661,3103,Optimo:,Menor de 200,1
1662,3103,Aceptable:,Menor de 240,1
1663,3104,Hombres:,Mayor de 30,1
1664,3104,Mujeres:,Mayor de 35,1
1665,3105,Hombres:,"Menor de 5,00",1
1666,3105,Mujeres:,"Menor de 4,50",1
1667,3106,,,1
1668,3109,Valores de referencia:,"82,0  a  95,0",1
1669,3110,Valores de referencia:,"27,0  a  32,0",1
1670,3111,Valores de referencia:,"32,0  a  36,0",1
1674,3129,Optimo:,Menor de 200,1
1675,3129,Aceptable:,Menor de 240,1
1676,3130,Hombres:,Mayor de 30,1
1677,3130,Mujeres:,Mayor de 35,1
1678,3131,Hombres:,"Menor de 5,00",1
1679,3131,Mujeres:,"Menor de 4,50",1
1680,3132,Optimo:,Menor de 200,1
1681,3132,Aceptable:,Menor de 240,1
1682,3133,Hombres:,Mayor de 30,1
1683,3133,Mujeres:,Mayor de 35,1
1684,3134,Hombres:,"Menor de 5,00",1
1685,3134,Mujeres:,"Menor de 4,50",1
1686,3135,Hombres,"De 0,80 a 1,40",1
1687,3135,Mujeres,"De 0,70 a 1,20",1
1688,3135,Niños >12 años,"De 0,35 a 0,85",1
1689,3136,Valor de referencia :,,0
1693,3137,,"Hasta 1,20",1
1694,3138,,"Hasta 0,20",1
1695,3139,,"Hasta 1,00",1
1696,3143,Adultos:,De 68 a 300,1
1697,3143,Adolescentes y niños:,De 100 a 645,1
1698,3144,Hombres:,Hasta 41,1
1699,3144,Mujeres:,Hasta 31,1
1700,3145,Hombres:,Hasta 38,1
1701,3145,Mujeres:,Hasta 32,1
1702,3140,,"Hasta 0,20",1
1703,3141,,"Hasta 1,0",1
1704,3142,,"Hasta 1,20",1
1705,3146,Adultos:,De 68 a 300,1
1706,3146,Niños y adolescentes:,De 100 a 600,1
1707,3174,Optimo:,Menor de 200,1
1708,3174,Aceptable:,Menor de 240,1
1709,3175,Hombres:,Mayor de 30,1
1710,3175,Mujeres:,Mayor de 35,1
1711,3176,Hombres:,"Menor de 5,00",1
1712,3176,Mujeres:,"Menor de 4,50",1
1713,3177,Mujeres Fase Folicular:,"De 0,1 a 0,8",1
1714,3177,Mujeres Fase lutea:,"De 0,6 a 2,3",1
1715,3177,Mujeres Postmenospausia,"De 0,1 a 0,6",1
1716,3177,Hombre Adulto:,"De 0,5 a 2,1",1
1718,3178,Hombre adulto:,"De 0,6 a 3,1",1
1720,3178,Mujer adulta:,"De 0,3 a 3,3",1
1721,3178,Postmenopausia:,"0,3 a 1,0",1
1722,3178,Prepúberes:,"0,3 a 1,0",1
1724,3179,Prepúberes:,Hasta 61,1
1725,3179,Hombre adulto:,De 80 a 560,1
1726,3179,Mujer adulta:,De 35 a 430,1
1729,3177,De 1 a 3 meses:,"Hasta 13,7",1
1730,3177,Prepúberes:,"Hasta 1,7",1
1738,3187,Negativo:,Hasta 35,1
1739,3188,Negativo:,Hasta 60,1
1740,3189,Hombre Adulto:,"De 0,28 a 1,22",1
1741,3189,Mujer Fase folicular,"De 0,15 a 1,40",1
1742,3189,Mujer Fase lutea:,"De 3,35 a 25,56",1
1743,3189,Post-menopausia:,"Hasta 0,73",1
1744,3207,Valores de referencia:,Hasta 125,1
1750,3215,Adultos:,"8,50 a 10,50",1
1752,3216,Adultos:,"De 2,50 a 5,60",1
1754,3218,Negativo:,Menor a 5 Unidades,0
1755,3218,Positivo:,Mayor a 5 Unidades,0
1757,3219,Valores de referencia:,De 90 a 180,1
1758,3220,Valores de referencia:,De 10 a 40,1
1761,3221,Negativo,Menor de 20,1
1762,3221,Indeterminado,20 a 25,1
1763,3221,Positivo,Igual o mayor de 25,1
1764,3222,Valor de Referencia,Negativo,1
1765,3222,Dilución de corte,1/80,1
1767,3227,Valor de referencia:,12 a 15,1
1768,3228,Valor de referencia:,100,1
1769,3229,Valor de referencia:,De 33 a 46,1
1770,3230,Valor de referencia:,De 150.000 a 400.000,1
1771,3231,Valor de referencia:,13 a 15,1
1772,3232,Valor de referencia:,100,1
1773,3233,Valor de referencia:,De 33 a 46,1
1774,3234,Valor de referencia:,De 150.000 a 400.000,1
1790,3262,Normal:,hasta 12,1
1791,3263,Normal:,hasta 4,1
1792,3264,Normal:,hasta 10,1
1793,3265,Normal:,hasta 100,1
1794,3266,,,0
1795,3266,,,0
1796,3267,Normal:,hasta 150,1
1797,3269,Valores de referencia,"De 6,00 a 8,00",1
1798,3270,Valores de referencia:,"De 3,39 a 4,63",1
1800,3272,Valores de referencia:,"De 0,28 a 0,44",1
1801,3273,Valores de referencia:,"De 0,50 a 0,95",1
1802,3274,Valores de referencia:,"De 0,32 a 0,54",1
1803,3275,Valores de referencia,"De 0,20 a 0,46",1
1804,3276,Valores de referencia:,"De 0,61 a 1,66",1
1806,3278,Adultos:,70 a 400,1
1815,3279,Adultos:,710 a 1520,1
1817,3279,Niños de 3 a 4 años:,423 a 1187,1
1825,3279,Niños de 5 a 7 años:,608 a 1229,1
1826,3280,Adultos:," 40 a  230",1
1827,3281,Clase 0:,Ausencia,1
1828,3281,Clase 1:,Bajo,1
1829,3281,Clase 2:,Moderado,1
1830,3281,Clase 3:,Alto,1
1831,3281,Clase 4:,Muy alto,1
1833,3282,Clase 0:,Ausencia,1
1834,3282,Clase 1:,Bajo,1
1835,3282,Clase 2:,Moderado,1
1836,3282,Clase 3:,Alto,1
1837,3282,Clase 4:,Muy alto,1
1839,3283,Clase 0:,Ausencia,1
1840,3283,Clase 1:,Bajo,0
1841,3283,Clase 2:,Moderado,0
1842,3283,Clase 3:,Alto,0
1843,3283,Clase 4:,Muy alto,0
1844,3284,Clase 0:,Ausencia,1
1845,3284,Clase1:,Bajo,0
1846,3284,Clase 2:,Moderado,0
1847,3284,Clase 3:,Alto,0
1848,3284,Clase 4:,Muy alto,0
1849,3285,Clase 0:,Ausencia,1
1850,3285,Clase 1:,Bajo,0
1851,3285,Clase 2:,Moderado,0
1852,3285,Clase 3:,Alto,0
1853,3285,Clase 4:,Muy alto,0
1854,3286,Clase 0:,Ausencia,1
1855,3287,Valores de referencia,"De 6,00 a 8,00",1
1856,3288,Valores de referencia:,"De 3,39 a 4,63",1
1857,3289,Valores de referencia:,"De 0,18 a 0,44",1
1858,3290,Valores de referencia:,"De 0,50 a 0,95",1
1859,3291,Valores de referencia:,"De 0,32 a 0,54",1
1860,3292,Valores de referencia,"De 0,20 a 0,46",1
1861,3293,Valores de referencia:,"De 0,61 a 1,66",1
1862,3286,Clase 1:,Bajo,1
1863,3286,Clase 2:,Moderado,1
1864,3286,Clase 3:,Alto,1
1865,3286,Clase 4:,Muy alto,1
1866,3296,Valores de referencia:,"De 6,00 a 8,00",1
1867,3297,Valor de referencia:,"De 3,80 a 4,80",1
1868,3298,Negativo,Menor a 100,1
1870,3299,Valor de Referencia:,Negativo,1
1871,3299,Dilución de corte:,1/80,1
1872,3301,Valores de referencia:,"De 7,0 a 30,0",1
1873,1685,,,1
1874,3302,Resultado,Menor a 200,1
1875,3303,Resultado,,1
1876,3308,Hombres:,De 30 a 70,1
1877,3308,Mujeres:,De 35 a 95,1
1878,3310,Riesgo Bajo:,Hasta 140,1
1879,3310,Riesgo moderado:,De 140 a 190,1
1880,3310,Riesgo Alto:,Mayor a 190,1
1881,3312,Hombres:,"Hasta 4,95",1
1882,3312,Mujeres:,"Hasta 4,44",1
1883,3314,Valor de referencia:,Hasta 160,1
1884,3316,Hombres:,De 30 a 70,1
1885,3316,Mujeres:,De 35 a 95,1
1886,3317,Riesgo Bajo:,Hasta 140,1
1887,3317,Riesgo moderado:,De 140 a 190,1
1888,3317,Riesgo Alto:,Mayor a 190,1
1889,3318,Hombres:,"Hasta 4,95",1
1890,3318,Mujeres:,"Hasta 4,44",1
1891,3319,Valor de referencia:,Hasta 160,1
1892,3321,Hombres:,De 30 a 70,1
1893,3321,Mujeres:,De 35 a 95,1
1894,3322,Riesgo Bajo:,Hasta 140,1
1895,3322,Riesgo moderado:,De 140 a 190,1
1896,3322,Riesgo Alto:,Mayor a 190,1
1897,3323,Hombres:,"Hasta 4,95",1
1898,3323,Mujeres:,"Hasta 4,44",1
1899,3324,Valor de referencia:,Hasta 160,1
1900,3325,Valores de referencia,"Menor o igual a 3,00",1
1901,3326,Valores de referencia,"Menor o igual a 3,00",1
1902,3327,Valores de referencia:,"De 6,10 a 7,90",1
1903,3328,Valor de referrencia:,"De 3,5 a 4,9",1
1904,3329,Valor de referencia:,"De 2,60 a 3,0",1
1905,3330,Valor de referencia:,"De 1,20 a 2,20",1
1907,3331,Valor de referencia,"Menor a 4,00",1
1914,3338,Normal:,Hasta 10,1
1915,3339,Normal:,"Hasta 2,5",1
1916,3340,Deficiencia:,Menor de 60 U,1
1917,3341,Normal:,Hasta 32,1
1918,3342,Deficiencia:,< 10% Actividad,0
1919,3342,Dudoso:,10-50 % Actividad,0
1920,3343,Normal:,Hasta 150,1
1922,3346,Para PSA total entre 0 y 4,Mayor o igual al 10% del PSA total,1
1923,3346,Para PSA total entre 4 y 10,Mdel PSA totalayor o igual al 26 %,1
1924,3349,Negativo:,"Hasta 13,8",1
1925,3350,PSA total entre 0 y 4,Mayor al 10% del PSAt,1
1926,3350,PSA total entre 4 y 10,Mayor al 26% del PSAt,1
1927,3350,,,1
1928,3351,Resultado,"Hasta 4,00",1
1929,3353,,,0
1930,3353,,,0
1931,3352,PSA entre 0 y 4,Mayor al 10% PSAt,0
1932,3352,PSA ente 4 y 10,Mayor al 26% PSAt,0
1933,3357,Clase 0:,Ausencia IgE.,1
1935,3358,Clase 0:,Ausencia IgE.,1
1936,3359,Adultos,"De 0,60 a 1,81",1
1941,3360,Valores de refencia:,"Hasta 20,0",1
1942,3362,Hombres:,Mayor de 30,1
1943,3362,Mujeres:,Mayor de 35,1
1944,3363,Hombres:,"Menor de 5,00",1
1945,3363,Mujeres:,"Menor de 4,50",1
1946,1875,Dilución de corte:,1/5,1
1947,1876,Dilución de corte:,1/5,1
1948,3372,Negativo:,Menor a 12 UI/ml,1
1949,3373,Negativo:,Menor a 12 UI/ml,1
1950,3377,Adultos normopeso,"De 2 a 14,5",1
1951,3378,Negativo:,Hasta 60,1
1952,3380,Hombres:,De 30 a 70,1
1953,3380,Mujeres:,De 35 a 95,1
1957,187,Diagnostico de Embarazo:,,0
1958,187,Negativo:,Hasta 5,1
1959,187,Dudoso:,de 5 a 25,1
1960,187,Positivo:,Mayor de 25,1
1961,187,Mujer embarazada:,,0
1962,187,Semanas:,Valores esperados:,0
1963,2434,Dieta baja en Calcio,De 50 a 150,1
1964,2434,Dieta promedio,De 100 a 300,1
1965,1720,Fórmula de Vermeulen,,0
1966,1720,Hombre adulto:,De 50 a 220,1
1967,1720,Mujer adulta:,"de 2,0 a 8,5",1
1968,3395,Negativo:,Menor a 12 UI/ml,1
1969,1869,Dilución de corte:,1/400,1
1970,1806,Dilución de corte:,1/20,1
1971,1809,Valor de referencia:,NEGATIVO,1
1972,1809,Dilución de corte:,1/400,1
1973,3396,Negativo:,Menor a 12,1
1974,1459,Valor de referencia:,Hasta 10,1
1975,1460,Valor de referencia:,"Hasta 2,5",1
1976,1461,Valor de referencia:,Hasta 10,1
1977,1462,Valor de referencia:,Hasta 150,1
1978,1463,Deficiencia:,Menor 10% Actividad,1
1979,1463,Dudoso:,10-50% Actividad,1
1980,1463,Normal:,Mayor 50% Actividad,1
1981,2500,Referencia,5.500.000 a  8.500.000,1
1982,2501,Referencia:,37 a 55,1
1983,2502,Referencia:,12 a 18,1
1984,2503,Referencia:,60 a 75,1
1985,2504,Referencia:,"19,5 a 24,5",1
1986,2505,Referencia,32 a 38,1
1987,2511,Referencia,6.000 a 17.000,0
1988,2512,Referencia,,0
1989,2511,,,0
1990,3398,No Reactivo:,"menor de 0,83",1
1991,3398,Indeterminado:,"entre 0,83 a 1,00",1
1992,3398,Reactivo:,"igual o mayor a 1,00",1
1993,3402,Valores de Referencia:,Negativo,1
1994,3402,Dilución de corte:,1/5,1
1995,2819,Mujer adulta:,De 5 a 19,1
1996,3404,Hombres:,90 a 140,1
1997,3404,Mujeres:,70 a 110,1
1998,3406,,"Hasta 1,20",1
2001,1690,Niños: hasta 2 semanas,63 a 201,1
2002,1690,"           hasta 6 meses:",28 a 135,1
2003,1690,"           de 6-12 meses:",35 a 115,1
2004,1690,"           de 1-12 años:",22 a 135,1
2005,3410,Hombre adulto:,De 20 a 320,1
2006,3410,Mujer adulta:,De 10 a 280,1
2011,3413,No reactivo:,"Menor a 0,50",1
2012,3413,Indeterminado:," entre 0,50 - 0,99",1
2013,3413,Reactivo:,"Mayor o igual a 1,00",1
2014,2053,Valor de referencia:,Menor a 100,1
2015,2057,Valor de referencia,Menor a 140,1
2016,192,No reactivo,"Menor a 0,05 UI/ml",1
2017,192,Reactivo,"Mayor a 0,05 UI/ml",1
2019,3416,Referencia:,NEGATIVO,1
2020,3417,Valor de referencia:,NEGATIVO,1
2021,3136,Metabolismo sano:,,1
2022,3136,Mayor riesgo a complicaciones crónicas,,1
2023,3418,Valor de referencia :,,0
2024,3418,Metabolismo sano:,"4,8 a 5,9  %",1
2025,3418,Mayor riesgo a,,1
2026,3418,complicaciones crónicas,Mayor a 7  %,1
2027,2557,Negativo:,menor a 10,1
2029,2557,Positivo:,mayor o igual a 20,1
2030,2555,Negativo:,Menor a 7,1
2033,2925,Negativo:,menor de 16,1
2034,2925,Indeterminado.,entre 16-24,1
2035,2925,Positivo:,mayor de 24,1
2036,2927,Negativo:,menor de 16,1
2037,2927,Indeterminado:,entre 16-24,1
2038,2927,Positivo:,Mayor de 24,1
2039,3419,Adultos:,entre 70-140,1
2040,3420,Negativo:,mayor a 1.8,1
2041,3420,Positivo:,menor o igual a 1.8,1
2042,3422,Adultos:,entre 50-150,1
2049,106,Femeninos:,2 a 10,1
2050,3280,Niños de 3 años:,45 a 190,0
2051,3278,Niños de 3 a 4 años:,22 a 157,1
2053,3278,Niños de 5 a 7 años:,33 a 200,1
2054,3280,Niños de 4 años:,41 a 486,0
2055,3280,Niños de 5 a 7 años:,46 a 157,0
2056,3442,Semanas:,Mediana:,1
2057,3442,10,65.92,1
2058,3442,11,52.90,1
2059,3442,12,42.45,1
2060,3442,13,34.07,1
2061,3442,14,26.50,1
2062,3443,Semanas:,Mediana:,0
2063,3443,9,0.60,1
2064,3443,10,0.86,1
2065,3443,11,1.30,1
2066,3443,12,2.30,1
2067,3443,13,3.73,1
2068,3443,14,4.98,1
2071,3446,No reactivo:,"Menor a 0,75",1
2072,3446,Indeterminado:,"0,75 a 0,99",1
2073,3446,Reactivo:,"Mayor o igual a 1,00",1
2074,1262,Positivo:,Igual o mayor a 1/8,1
2075,3448,Negativo:,Menor a 5,1
2076,3448,Positivo:,Mayor a 5,1
2077,3210,NEGATIVO:,Menor a 6 mg/l,1
2078,2448,Positivo:,"mayor o igual a 6,0",1
2079,1785,Indeterminado:,"de 5 a 9,9",1
2080,1785,Positivo:,"igual o mayor a 10,0",1
2081,3449,No reactivo:,"Menor a  0,80",1
2082,3449,Indeterminado:," Desde 0,80 hasta 0,99",1
2083,3449,Reactivo:,"Igual o mayor a 1,00",1
2084,3450,Negativo,"Menor de 1,6",1
2085,3450,Indeterminado:,"De 1,6 a 2,9",1
2086,3450,Positivo,"Igual o mayor a 3,0",1
2087,3451,,,1
2088,3452,No reactivo,"Menor a 1,00",1
2089,3452,Reactivo,"Mayor a 1,00",1
2090,3453,Mujeres:,"0,20 - 5,00",1
2091,3453,Menopausia:,"menor 0,14",1
2092,3454,No Reactivo:,"menor de 0,50",1
2093,3454,Indeterminado:,"entre 0,50 a 0,59",1
2094,3454,Reactivo:,"Igual o mayor a 0,60",1
2095,2450,Indeterminado:,"entre 0,85 a 0,99",1
2096,2450,Positivo:,"mayor o igual a 1,00",1
2097,2033,Negativo:,Menor de 150,1
2098,2033,Positivo:,Mayor o igual de 150,1
2099,2852,7 a 9 años:,64-345,0
2100,2852,10 años:,88-452,0
2101,2852,11 años:,111-551,0
2102,2852,12 años:,143-693,0
2103,2852,13 años:,183-850,0
2104,2852,14 a 15 años:,220-996,0
2105,2852,16 a 17 años:,193-903,0
2106,2852,18 a 19 años:,141-584,0
2107,2852,20 años:,127-424,1
2108,2852,21 a 30 años:,116-358,1
2109,2852,31 a 40 años:,109-307,1
2110,2852,41 a 50 años:,94-267,1
2111,2852,51 a 60 años:,81-230,0
2112,2852,Mas de 60 años:,55-220,0
2113,3377,Prepúberes:,"Hasta 15,0",1
2114,3214,,,0
2115,3455,Referencia:,NEGATIVO,1
2116,3456,Referencia:,NEGATIVO,1
2117,3457,Referencia:,NEGATIVO,1
2118,3458,Referencia:,NEGATIVO,1
2119,3459,Valores de refencia:,"Hasta 30,0",1
2120,3212,Valor de referencia:,Menor de 20,1
2121,3210,POSITIVO:,Mayor a 12 mg/l,1
2122,3461,NEGATIVO:,Menor a 6 mg/l,1
2123,3461,POSITIVO:,Mayor a 12 mg/l,1
2124,3465,Valor de referencia:,Mayor de 90,1
2125,3466,Adultos:,160 a 280,1
2126,3467,Adultos:,20 a 55,1
2127,3468,Valores de referencia:,10 a 50,1
2128,3470,Valores de referencia:,40 a 70,1
2129,3473,No reactivo:,"Menor a 1,00",1
2130,3473,Reactivo:,"Mayor a 1,00",1
2131,3478,Adultos,De 20 a 40,1
2132,3479,Valor de referencia:,75 a 125,1
2133,3480,Masculino:,60 - 140,1
2134,3480,Femenino:,50 - 130,1
2135,3483,Valore de referencia:,Negativo,1
2136,3484,,Negativo,1
2137,3485,Deseable:,Hasta 200,1
2138,3485,Moderadamente alto:,de 201 a 239,1
2139,3486,Hombres:,De 30 a 70,1
2140,3486,Mujeres:,De 35 a 95,1
2141,3485,Alto:,Mayor de 240,1
2142,3487,Riesgo Bajo:,Hasta 140,1
2143,3487,Riesgo Moderado:,De 140 a 190,1
2144,3487,Riesgo Alto:,Mayor a 190,1
2145,3488,Hombres:,"Hasta 4,95",1
2146,3488,Mujeres:,"Hasta 4,44",1
2147,3489,Valor de referencia:,Hasta 200,1
2148,3490,,"Hasta 0,20",1
2149,3491,,"Hasta 1,0",1
2150,3492,,"Hasta 1,20",1
2157,3499,Hombres:,Hasta 37,1
2158,3499,Mujeres:,Hasta 31,1
2159,3500,Hombres:,Hasta 37,1
2160,3500,Mujeres:,Hasta 31,1
2161,3501,Niños y Adolescentes:,De 100 a 600,1
2162,3501,Adultos:,De 68 a 240,1
2163,3541,Valor de referencia:,NEGATIVO,1
2164,3541,Valor de corte:,1/16,1
2165,3549,Valor de referencia:,Negativo,1
2166,3551,Interpretación:,,1
2167,3551,,Positivo debil: +,1
2168,3551,,Positivo moderado: ++,1
2169,3551,,Positivo fuerte: +++,1
2170,2942,Valor de referencia:,Negativo,1
2171,3553,Valor de referencia:,Negativo,1
2172,3558,Negativo:,Menor de 20,1
2173,3558,Positivo débil:,de 20 a 39,1
2174,3558,Positivo moderado:,de 40 a 59,1
2175,3558,Positivo fuerte:,Mayor o igual a 60,1
2176,3563,Negativo:,Menor a  6,1
2177,3568,Negativo:,"menor a 5,0",1
2178,3568,Positivo:,"Mayor o igual a 5,0",1
2179,3569,Negativo:,"Menor a 5,0",1
2180,3569,Positivo:,"Mayor o igual a 5,0",1
2181,3604,Valores de referencia:,Hasta 4.000.000,1
2182,3605,Valores de referencia:,Hasta 1.800.000,1
2183,3606,Valores de referencia:,Hasta 2.000.000,1
2184,3607,Valores de referencia:,Hasta 20.000,1
2185,3614,Valor de referencia:,Hasta 200,1
2186,3615,Normotenso:,30 a 100,1
2187,3615,Hipertenso:,30 a 120,1
2188,3616,Normotenso:,30 a 400,1
2189,3616,Hipertenso:,30 a 700,1
2191,3617,Negativo:,"Menor de 0,75",1
2192,3617,Indeterminado:,"De 0,76 a 1,00",1
2193,3617,Positivo:,"Mayor a 1,0",1
2194,3601,,,0
2196,3631,Valor de referencia :,"De 4,0 a 5,9",0
2200,3637,Adultos:,"De 2,30 a 4,20",1
2204,3342,Normal:,> 50 % Actividad,1
2207,3638,Normal:,Hasta 10 uU/ml.,1
2208,3639,Normal:,"Hasta 2,5 mg/dl",1
2209,3640,Valor de Referencia:,"Hasta 8,0 ng/ml.",1
2210,3641,Valor de referencia:,Hasta 23 nmol/L de sg.,1
2211,3642,Deficiencia:,Menor de 60 U,0
2213,3642,Normal:,Mayor o igual de 60 U,1
2214,3643,Valor de referencia:,Hasta 70 ng/ml.,1
2215,3645,Normal:,Hasta 10 uU/ml.,1
2216,3646,Normal:,"Hasta 2,5 mg/dl",1
2217,3647,Valor de Referencia:,"Hasta 8,0 ng/ml.",1
2218,3648,Valor de referencia:,Hasta 23 nmol/L de sg.,1
2219,3649,Deficiencia:,Menor de 60 U,0
2220,3649,Normal:,Mayor o igual de 60 U,1
2221,3650,Valor de referencia:,Hasta 70 ng/ml.,1
2222,3652,Normal:,Hasta 9 uU/ml.,1
2223,3653,Normal:,"Hasta 2,5 mg/dl",1
2224,3654,Valor de Referencia:,"Hasta 8,0 ng/ml.",1
2225,3655,Valor de referencia:,Hasta 23 nmol/L de sg.,1
2226,3656,Deficiencia:,Menor de 60 U,0
2227,3656,Normal:,Mayor o igual de 60 U,1
2228,3657,Valor de referencia:,Hasta 70 ng/ml.,1
2229,3660,,,1
2230,3663,Valores de referencia:,"82,0  a  95,0",1
2231,3664,Valores de referencia:,"27,0  a  32,0",1
2232,3665,Valores de referencia:,"32,0  a  36,0",1
2246,3698,Valores de referencia:,10 a 58,1
2247,3699,Valores de referencia:,"0,3 a 1,4",1
2248,3700,Valores de referencia:,"< 0,30",1
2249,3701,Valores de referencia:,"< 0,70",1
2250,3702,Valores de referencia:,"0,1 a 1,0",1
2251,3703,Cachorros:,75 a 450,1
2252,3703,Adultos:,25 a 190,1
2253,3704,Valores de referencia:,10 a 60,1
2254,3705,Valores de referencia:,10 a 65,1
2255,3706,Valores de referencia:,"< 0,30",1
2256,3707,Valores de referencia:,"< 0,70",1
2257,3708,Valores de referencia:,"0,1 a 1,0",1
2258,3709,Cachorros:,75 a 450,1
2259,3709,Adultos:,25 a 190,1
2260,3710,Valores de referencia:,10 a 60,1
2261,3711,Valores de referencia:,10 a 65,1
2262,3712,Valores de referencia:,"5,50 a 8,50 mill",1
2263,3713,Valores de referencia:,37 a 55,1
2264,3714,Valores de referencia:,12 a 18,1
2265,3715,Valores de referencia:,60 a 77,1
2266,3716,Valores de referencia:,"19,5 a 24,5",1
2267,3717,Valores de referencia:,33 a 36,1
2268,3718,Valores de referencia:,6.000 a 17.000,1
2269,3719,Valores de referencia:,0 - 1,1
2270,3720,Valores de referencia:,60 - 70,1
2271,3721,Valores de referencia:,2 - 10,1
2272,3722,Valores de referencia:,0 - 1,1
2273,3723,Valores de referencia:,12 - 30,1
2274,3724,Valores de referencia:,3 - 10,1
2288,3741,Valores de referencia:,De 250 a 750,1
2289,2722,Dilución de corte:,1/40,1
2290,2720,Dilución de corte:,1/40,1
2291,3375,Valores de Referencia:,Negativo,1
2292,3375,Dilución de corte:,1/5,1
2293,3744,Valores de referencia:,"Hasta 13,3",1
2294,3745,Valor de referencia,Negativo,1
2295,3745,Sensibilidad del método:,100 ng/L,1
2296,2060,Reactivo:,"Mayor o igual a 1,0",1
2297,3758,Valores normales:,50 a 1300,1
2298,2944,,,1
2299,3759,Valor de referencia:,"Hasta 0,50",1
2300,3774,,,0
2301,2673,Daño Musculo esqueletico,Menor al 6,1
2302,2673,Daño Musculo cardiaco,Mayor al 20,1
2306,3781,Valor de referencia:,Negativo,1
2307,3782,Adultos:,Hasta 8,1
2308,3782,Recien Nacidos:,Hasta 12,1
2309,3783,No reactivo:,"Menor o igual a 0,99",1
2310,3783,Reactivo:,"Mayor o igual a 1,00",1
2311,3784,No reactivo:,"Menor de  0,80",1
2312,3784,Indeterminado:," Desde 0,80 hasta 0,99",1
2313,3784,Reactivo:,"Igual o mayor a 1,00",1
